date,title,description,channel,num_tags,duration,viewcount,likecount,dislikecount,commentcount,topics,title_length,description_length,total_likes,adjusted_likes,seconds
2018-11-13 09:45:00,The Republic of Singapore Air Force's Aircrew Water Survival Training Course,"How does the Republic of Singapore Air Force (RSAF) ensure that their aircrew are prepared for any kind of situation and able to emerge from them safely, such as abandoning their aircraft in the event of an emergency?

Here is an insider's look at the RSAF's Aircrew Water Survival Training Course that could be carried out entirely in a swimming pool, to save both time and resources - and most importantly - to equip aircrew with the necessary survival skills.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,17,0 days 00:02:58.000000000,4839,42.0,4.0,4.0,Entertainment,11,87.0,46.0,38.347826086956516,178.0
2018-11-15 01:08:11,"Diverse Roles, Equal Opportunities: Hear from SSG Jaden Toh","SSG Jaden Toh has never been one to take the path most-travelled. Instead, she chose to blaze her own trail in Our Army, where her journey sees her being an investigator, leader and law enforcer where every day is a new adventure.",Ministry of Defence Singapore,7,0 days 00:01:01.000000000,9539,11.0,2.0,6.0,Health;Lifestyle_(sociology),9,42.0,13.0,9.307692307692308,61.0
2018-10-30 03:58:27,Exercise Crescent Star 2018,"The inaugural Exercise Crescent Star between the Singapore Army and the Australian Army was conducted from 24 to 29 October 2018. Held in Singapore, the exercise involved 220 exercise participants from the Singapore Armed Force (SAF)'s Army Deployment Force and the Australian Defence Force (ADF)'s Rifle Company Butterworth. 

As part of the exercise, both armies jointly conducted a small arms live-firing at Nee Soon Range, followed by an integrated company manoeuvre exercise at the Murai Urban Training Facility, where exercise troops jointly launched an assault to capture an urban objective. Catch the highlights here!

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,17,0 days 00:00:51.000000000,5223,48.0,6.0,7.0,Military;Society,4,102.0,54.0,42.666666666666664,51.0
2018-10-29 09:00:29,Goh Keng Swee Command & Staff College Graduation Ceremony 2018: CPT (NS) Azmin Bin Jailani,"What is it like to attend the Singapore Armed Forces' (SAF's) premiere educational institution - the Goh Keng Swee Command and Staff College (GKS CSC)?

Hear it from CPT (NS) Azmin Bin Jailani - one of the 227 graduates of 2018 - and find out how the course shaped him into a better officer and better person.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,13,0 days 00:01:36.000000000,2795,17.0,2.0,3.0,Military;Society;Politics,15,64.0,19.0,15.210526315789474,96.0
2018-11-29 12:41:26,PIONEER Mag Backpage (Nov 2018) - MAJ Mohamed Sufyan,"What is the most satisfying moment for a commander?
⠀
Find out from MAJ Mohamed Sufyan bin Mohamed Noh, a staff officer with the Singapore Army’s Headquarters 9th Division/Infantry, and an Honorary Aide-de-Camp to the President. 
More: mindef.sg/nov18_backpage

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,13,0 days 00:01:15.000000000,2894,23.0,4.0,4.0,Society,9,44.0,27.0,19.59259259259259,75.0
2018-10-26 12:30:01,"The RSAF C-130s Return from Palu, Indonesia","The SAF deployed two Republic of Singapore Air Force (RSAF) C-130 transport aircraft to Indonesia on 2 October 2018 to support the Indonesian Government’s disaster relief efforts, following the earthquake and tsunami on 28 September 2018. 

Following the delivery of the relief package, the two RSAF C-130 aircraft and aircrew remained in Indonesia and supported the Indonesian Armed Forces in relief efforts, such as ferrying humanitarian supplies for the displaced civilians in disaster-hit areas. 

In total, the RSAF flew over 90 sorties, transported more than 800 displaced persons out of the affected areas and ferried about 250 tons of supplies.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,12,0 days 00:00:57.000000000,2547,35.0,2.0,5.0,Military;Society,7,108.0,37.0,33.108108108108105,57.0
2018-10-25 13:00:03,Behind The Scenes at the ADMM-Plus Gala Dinner,"The Music and Dance Company put on a riveting show for guests attending the ASEAN Defence Ministers Meeting-Plus Gala Dinner earlier this week. Featuring professional dancers and singers, they certainly put on quite a show with the help of Intel RealSense Cameras, which can capture a dancer’s motion and “mirror” it onto a canvas behind the Dancer. 

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,11,0 days 00:01:37.000000000,670,2.0,2.0,0.0,Performing_arts;Entertainment,8,66.0,4.0,1.0,97.0
2018-10-25 10:00:07,Dr Maliki bin Osman visits Ex Daring Warrior 2018,"Senior Minister of State for Defence Dr Mohamad Maliki Bin Osman paid a visit to Exercise Daring Warrior 2018 to witness the Singapore Armed Forces (SAF)'s artillery live-firing. Held at Fort Sill, Oklahoma, USA, the exercise was conducted from 8 to 25 October 2018 and involved approximately 150 SAF personnel and 70 personnel from the US Army. 

The highlight of Exercise Daring Warrior 2018 was a combined live-firing by the US and Singapore armies, where the High Mobility Artillery Rocket Systems (HIMARS) from the 23rd Battalion, Singapore Artillery (23 SA) and the Multiple Launch Rocket Systems (MLRS) from the 2nd Battalion, 18th Field Artillery Regiment, US Army, simultaneously fired at a distant target.

Check out our other channels:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,15,0 days 00:00:38.000000000,3451,30.0,5.0,2.0,Military;Society,9,120.0,35.0,25.71428571428571,38.0
2018-10-23 15:59:43,RSAF & You: Limitless Together – 2018 RSAF Commercial (30s),"Join our dedicated airmen and women to be the guardians of our skies. Together, we discover limitless opportunities and soar as a team of professionals.  

Develop as a leader and transform your passion into a remarkable profession by visiting the RSAF career website at http://careers.rsaf.gov.sg/!

Check out our other channels here: 
Facebook: http://www.facebook.com/mindefsg 
Twitter: http://www.twitter.com/mindefsg 
Instagram: http://www.instagram.com/mindefsg

#RSAFandYou #RSAFLimitless #RSAFLife #PassionXProfession",Ministry of Defence Singapore,6,0 days 00:00:31.000000000,1111,20.0,3.0,1.0,Music,10,60.0,23.0,17.391304347826086,31.0
2018-10-22 12:00:07,Wrapping Up the 12th ADMM and 5th ADMM-Plus,"This year saw Singapore as the chairman of ASEAN and the 12th ASEAN Defence Ministers' Meeting (ADMM) and 5th ADMM-Plus. 

Progress was made on initiatives that span three main areas: Counter terrorism, Chemical, Biological and Radiological threats and Confidence-building measures. Alongside the 5th ADMM-Plus, the ASEAN Defence Ministers also stepped up cooperation with its Plus partners through the conduct of three informal meetings with the United States, China, and Japan. 

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,20,0 days 00:03:41.000000000,1862,21.0,3.0,2.0,Military;Society;Politics,8,79.0,24.0,18.375,221.0
2018-10-20 09:43:11,ASEAN Defence Ministers’ Meeting Plus Gala Dinner 2018,"As part of the 12th ASEAN Defence Ministers’ Meeting (ADMM) and 5th ADMM-Plus, Dr Ng Eng Hen hosted a Gala Dinner for over 300 delegates on 19 October 2018 at Shangri-La Hotel. Highlights included performances from the SAF Band and So! Drama Entertainment's Music and Drama Company.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,16,0 days 00:02:30.000000000,813,7.0,0.0,0.0,Performing_arts;Music,8,55.0,7.0,7.0,150.0
2018-10-23 15:58:42,RSAF & You: Limitless Together – 2018 RSAF Commercial (60s),"Join our dedicated airmen and women to be the guardians of our skies. Together, we discover limitless opportunities and soar as a team of professionals.  

Develop as a leader and transform your passion into a remarkable profession by visiting the RSAF career website at http://careers.rsaf.gov.sg/!

Check out our other channels here: 
Facebook: http://www.facebook.com/mindefsg 
Twitter: http://www.twitter.com/mindefsg 
Instagram: http://www.instagram.com/mindefsg

#RSAFandYou #RSAFLimitless #RSAFLife #PassionXProfession",Ministry of Defence Singapore,7,0 days 00:01:01.000000000,2712891,650.0,269.0,97.0,Music,10,60.0,919.0,459.73884657236124,61.0
2018-10-17 13:05:55,PIONEER Mag Firsthand (October 2018) - Army Deployment Force Operations,"""13kg is no joke!""

Watch PIONEER journalist Thrina become a woman of shield, as she joins the Army Deployment Force (ADF) trainees in their peacetime contingency training at Nee Soon Camp and learns to fight terror attacks. 

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,14,0 days 00:02:08.000000000,8381,44.0,8.0,18.0,Military;Society,10,45.0,52.0,37.23076923076923,128.0
2018-10-08 08:54:19,"Diverse Roles, Engineering Expertise: Hear it from ME2 Nurulaslam","For ME2 Md Nurulaslam, it was his passion for engineering that led him to take up the SAF Polytechnic Sponsorship. Throughout his journey at The Singapore Army, he was given a variety of hands-on engineering opportunities that gave him a career head start in a fulfilling engineering-based profession. Watch and be inspired to pursue your own passion too!",Ministry of Defence Singapore,,0 days 00:01:01.000000000,26368,21.0,7.0,1.0,Military;Society,9,58.0,28.0,15.75,61.0
2018-10-06 12:00:55,A Journey Like No Other: Episode 5 - Lifesavers at Sea (ME3 Joseph Tan),"""In these 17 years, it has been more than just a job. It has been serving a calling... More importantly, I'm able to make a difference to the people on the street."" Underwater Combat Media ME3 Joseph Tan serves in the Republic of Singapore Navy's Underwater Medicine Centre. 

He has been deployed on various occasions to support various search and rescue or disaster relief operations, submarine rescue operations, and even aiding civilians in diving accidents. 

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,12,0 days 00:04:09.000000000,3346,36.0,5.0,6.0,Military;Society,14,84.0,41.0,31.609756097560975,249.0
2018-10-04 13:17:42,PRIDE Symposium 2018 Awards Ceremony,"Celebrating 67 award winners across MINDEF and the SAF for their significant contributions at this year's PRIDE Symposium Award Ceremony. Hear from Defence Minister Dr Ng Eng Hen on harnessing technology and data to make way for a leaner workforce in the future. 

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,19,0 days 00:01:43.000000000,2516,13.0,0.0,1.0,Military;Society,5,52.0,13.0,13.0,103.0
2018-09-27 15:58:13,Combined Task Force 151 Change of Command Highlights,"The SAF successfully completed its fifth command of the Combined Task Force (CTF) 151 after a three-month mission, as part of the international counter-piracy efforts. 

On 27 Sep 2018, Rear-Admiral (RADM) Saw Shi Tat, who led the SAF team, handed command of the multinational CTF 151 to the Kuwait Naval Force. Held at the Naval Support Activity, Bahrain, the ceremony was witnessed by Commander, Combined Maritime Forces (CMF), Vice Admiral (VADM) Scott A. Stearney. 

The CTF 151 command team comprised 53 Singapore Armed Forces (SAF) personnel, and 11 international officers from Australia, Bahrain, Brazil, Brunei, Indonesia, Japan, Republic of Korea, New Zealand, Saudi Arabia, Thailand and the United Kingdom. Besides coordinating operations to deter and disrupt piracy in the Gulf of Aden (GoA), the command team also engaged maritime partners in Djibouti and Oman to improve relations and enhance cooperation in counter-piracy efforts in the GoA. As a result of these collective efforts, there were no piracy attacks in the CTF 151's area of responsibility during Singapore's command tenure.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,22,0 days 00:01:01.000000000,2317,16.0,2.0,0.0,Military;Society,8,177.0,18.0,14.222222222222221,61.0
2018-09-26 14:26:14,Republic of Singapore Navy's First LMV Integrated Simulation Centre,"Meet the Republic of Singapore Navy (RSN)'s Littoral Mission Vessel (LMV) Simulation Centre (SIMCEN). 

Located at Tuas Naval Base, the LMV SIMCEN - which was named RSS Daring in tribute to past RSN vessels - houses two LMV simulators. The simulators are exact replicas of the LMV's integrated command centre, complete with all-round windows and a 360-degree continuous projection screen that provides the crew with a realistic view of the ship's surroundings. 

Leveraging on technology such as virtual reality and artificial intelligence, the LMV SIMCEN integrates training in navigation, technical skills and warfare.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,20,0 days 00:01:52.000000000,2898,33.0,2.0,2.0,Military;Society,9,101.0,35.0,31.114285714285714,112.0
2018-10-24 12:31:05,PIONEER Mag Backpage (Oct 2018) - CPT Jermain Seah,"As Head Media Support Trainer for the Singapore Army's Information Centre, CPT Jermain Seah gets the chance to work with servicemen from all walks of life. Inspired by her friends' NS experience, she signed on with the SAF and even overcame her fear of heights. 

Get to know this avid dragon boater here! 

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,11,0 days 00:01:35.000000000,3756,17.0,4.0,2.0,Military;Society,9,62.0,21.0,13.761904761904763,95.0
2018-09-18 13:00:38,Singapore’s Elite Naval Divers: Maritime Assault Course,"Teamwork, coordination and intensive training - these are essential for the Republic of Singapore Navy's naval combat divers to carry out special maritime operations in the air, land, and sea.

From jumping off 7-metre high towers, climbing caving ladders, going through cross-fit style stations in full gear, achieving 80% shooting accuracy, to performing evacuation with an 80-kg casualty... watch how they take on the Maritime Assault Course - a test of combat fitness, operational skills and proficiency, and a benchmark for those who have passed advanced training.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,17,0 days 00:01:39.000000000,12775,162.0,7.0,16.0,Military;Society,7,94.0,169.0,155.28994082840237,99.0
2018-09-17 10:00:39,110/17 Officer Cadet Course Commissioning Parade: 2LT Ryan Tan,"""National Service is really part of a bigger picture... what you realise is that there are homes and families to defend.""

Find out how 2LT Ryan Tan pushed through Officer Cadet School despite his foot injury, with his determination and support of his coursemates and family.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,17,0 days 00:02:33.000000000,5923,37.0,4.0,5.0,Military;Society,9,53.0,41.0,33.390243902439025,153.0
2018-09-08 12:25:22,A Journey Like No Other: Episode 4 - Silent Operators (3WO Padmanabh Rai),"The Republic of Singapore Navy's Clearance Diving Group in the Naval Diving Unit (NDU) specialises in deep diving, recovery operations and naval explosive ordnance disposal (EOD). The challenges and threats they face are often unseen by the general public. 

They are silent operators, doing their part to ensure Singapore remains safe from underwater threats. 

Get to know 3WO Padmanabh Rai from the NDU's Clearance Diving Group here! 

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,14,0 days 00:04:51.000000000,6108,77.0,4.0,5.0,Military;Society,13,76.0,81.0,73.19753086419753,291.0
2018-10-21 02:06:09,RSAF50 Parade Highlights,"As part of its golden jubilee celebrations, the Republic of Singapore Air Force held a parade at Tengah Airbase on 1 Sep 2018. Themed ""Honouring the Past, Celebrating the Present and Inspiring the Future"", the parade included 10 Marching Contingents, a Mobile Column of 10 vehicles led by nine RSAF Pioneers, and an RSAF flypast of 20 aircraft. 

20 aircraft and weapon systems were also on static display, besides a legacy systems display consisting of the F-5S, TA-4SU, UH-1H and Scount 700 - assets that have served the RSAF well from its formative years in 1968.  

The A330 Multi-Role Tanker Transport (A330-MRTT) also made its first appearance at the parade. Capable of conducting Air-to-Air Refuelling and airlift roles simultaneously or independently, this next-generation tanker aircraft allows the RSAF to extend the endurance of its fighter aircraft and enhances Singapore's ability to contribute to international Humanitarian Assistance and Disaster Relief missions and Peace Support Operations. 

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,13,0 days 00:01:44.000000000,3101,46.0,3.0,2.0,Lifestyle_(sociology);Vehicle,3,164.0,49.0,43.183673469387756,104.0
2018-09-28 03:45:09,PIONEER Mag Backpage (Sep 2018) - CPT Yee Chern Hwee,"Taking failure in stride means not letting mistakes weigh yourself down, but picking yourself up and striving to be better. Find out how training in the Republic of Singapore Air Force's 200 SQN strengthened the Air Warfare Officer's mental resilience.
⠀
More on CPT Yee: mindef.sg/sep18_bp

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,9,0 days 00:01:20.000000000,6597,32.0,4.0,4.0,Society,10,52.0,36.0,28.444444444444443,80.0
2018-08-26 14:36:15,SAFRA Singapore Bay Run & Army Half Marathon 2018,"The SAFRA Singapore Bay Run & Army Half Marathon (SSBR & AHM) is back for its 26th edition! Starting from Esplanade Bridge, the running route winds along the scenic Marina Bay skyline and ends at the Padang.

Jointly organised by SAFRA and the Singapore Army, the event is held on 26 August 2018 to bring Singapore Armed Forces (SAF) active servicemen, National Servicemen and their families together to keep fit and bond as they train and run together.

The SSBR & AHM features two competitive categories - the 21km Army Half Marathon and SAFRA 10km Race, as well as three non-competitive categories: the SAFRA 5km Fun Run, NS Team Run and Families for Life 800m Challenge.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,17,0 days 00:01:35.000000000,3895,21.0,14.0,1.0,Lifestyle_(sociology);Physical_fitness,9,122.0,35.0,12.6,95.0
2018-08-24 12:02:15,36/18 Specialist Cadet Graduation Parade: SCT Dhukhilan,"""Everyone has their qualities... it's important for me as a leader to understand them, so that I know how to inspire and bring the best out of them.""

Meet SCT Dhukhilan S/O Jeevamani, Silver Bayonet recipient at the 36/18 Specialist Cadet Graduation Parade. Find out what inspires the Air Defence Systems Specialist from the Republic of Singapore Air Force (RSAF) to serve, and how his father and brother who previously served in the RSAF supported him throughout his cadet journey.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,19,0 days 00:01:43.000000000,4908,29.0,5.0,3.0,Military;Society,7,87.0,34.0,24.735294117647058,103.0
2018-08-21 10:22:16,Exercise Pitch Black 2018: National Serviceman F-15SG Pilot,"The Republic of Singapore Air Force (RSAF) participated in Exercise Pitch Black, a large-scale multilateral air combat exercise hosted by the Royal Australian Air Force (RAAF) in Darwin, Australia. Held from 27 July to 17 August, this year’s edition of the biennial exercise involved up to 140 aircraft and 4,000 personnel from 16 participating nations pitting their air combat skills against simulated threats in a challenging and realistic training environment, under day and night conditions. 

What was it like for CPT (NS) Robin Chew to participate in the exercise? Find out more from the NSman pilot of the F-15SG fighter jet.

Check out our other channels here:
Facebook: http://www.facebook.com/mindefsg
Twitter: http://www.twitter.com/mindefsg
Instagram: http://www.instagram.com/mindefsg",Ministry of Defence Singapore,23,0 days 00:02:26.000000000,8676,93.0,5.0,9.0,Military;Society,8,109.0,98.0,88.25510204081633,146.0
